A0,A1,A2,A3,A4,A5,A6,A7,A8,A8,OUTCOME
0.22,0.54,0.49,0.63,0.33,0.53,0.77,0.86,1.02,1.08,PILL
0.22,0.54,0.49,0.62,0.34,0.51,0.77,0.83,0.97,1.05,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.77,0.82,0.93,1,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.77,0.81,0.9,0.97,PILL
0.22,0.54,0.49,0.61,0.33,0.49,0.77,0.81,0.89,0.93,PILL
0.22,0.54,0.49,0.62,0.33,0.5,0.77,0.81,0.88,0.89,PILL
0.22,0.54,0.49,0.65,0.33,0.53,0.77,0.84,0.92,0.88,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.77,0.87,0.98,0.93,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.77,0.88,1.04,0.99,PILL
0.22,0.54,0.49,0.66,0.33,0.56,0.77,0.88,1.05,1.03,PILL
0.22,0.54,0.49,0.66,0.33,0.56,0.77,0.88,1.05,1.05,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.77,0.87,1.05,1.08,PILL
0.22,0.54,0.49,0.63,0.34,0.53,0.77,0.86,1.02,1.08,PILL
0.22,0.54,0.49,0.62,0.34,0.51,0.77,0.83,0.97,1.05,PILL
0.22,0.54,0.49,0.61,0.33,0.5,0.77,0.82,0.93,1,PILL
0.22,0.54,0.49,0.61,0.33,0.5,0.78,0.81,0.9,0.97,PILL
0.22,0.54,0.49,0.61,0.34,0.49,0.77,0.81,0.89,0.93,PILL
0.22,0.54,0.49,0.62,0.34,0.5,0.78,0.82,0.88,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.53,0.77,0.84,0.92,0.89,PILL
0.22,0.54,0.49,0.66,0.34,0.55,0.78,0.87,0.99,0.94,PILL
0.22,0.54,0.49,0.66,0.33,0.56,0.78,0.88,1.04,1,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.78,0.88,1.05,1.03,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.78,0.88,1.05,1.05,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.78,0.87,1.05,1.08,PILL
0.22,0.54,0.49,0.63,0.33,0.53,0.78,0.86,1.02,1.08,PILL
0.22,0.54,0.49,0.62,0.34,0.51,0.78,0.83,0.97,1.04,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.78,0.82,0.93,1,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.78,0.81,0.9,0.97,PILL
0.22,0.54,0.49,0.61,0.34,0.49,0.78,0.81,0.89,0.93,PILL
0.22,0.54,0.49,0.62,0.34,0.51,0.78,0.82,0.89,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.53,0.78,0.85,0.93,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.78,0.87,0.99,0.94,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.78,0.88,1.04,1,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.78,0.88,1.05,1.03,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.78,0.88,1.06,1.06,PILL
0.22,0.54,0.49,0.64,0.33,0.55,0.78,0.87,1.05,1.08,PILL
0.22,0.54,0.49,0.63,0.33,0.53,0.78,0.86,1.02,1.08,PILL
0.22,0.54,0.49,0.62,0.34,0.51,0.78,0.83,0.97,1.04,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.78,0.82,0.93,1,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.78,0.82,0.9,0.96,PILL
0.22,0.54,0.49,0.61,0.34,0.49,0.78,0.81,0.89,0.93,PILL
0.22,0.54,0.49,0.63,0.34,0.51,0.78,0.82,0.89,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.53,0.78,0.85,0.93,0.89,PILL
0.22,0.54,0.49,0.66,0.34,0.55,0.78,0.88,1,0.95,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.78,0.88,1.04,1.01,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.78,0.88,1.05,1.03,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.78,0.88,1.06,1.06,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.78,0.87,1.05,1.09,PILL
0.22,0.54,0.49,0.63,0.34,0.53,0.78,0.86,1.02,1.08,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.78,0.83,0.96,1.04,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.78,0.82,0.93,1,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.78,0.82,0.9,0.96,PILL
0.22,0.54,0.49,0.61,0.34,0.49,0.78,0.81,0.89,0.92,PILL
0.22,0.54,0.49,0.63,0.34,0.51,0.78,0.83,0.89,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.53,0.78,0.86,0.94,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.78,0.88,1.01,0.95,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.78,0.89,1.05,1.01,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.78,0.88,1.05,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.78,0.88,1.06,1.06,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.78,0.88,1.05,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.53,0.78,0.86,1.02,1.08,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.78,0.83,0.96,1.04,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.78,0.82,0.93,1,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.78,0.82,0.9,0.96,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.78,0.82,0.89,0.92,PILL
0.22,0.54,0.49,0.63,0.34,0.51,0.78,0.83,0.9,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.54,0.78,0.86,0.94,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.78,0.88,1.01,0.96,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.78,0.89,1.05,1.01,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.78,0.89,1.06,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.78,0.89,1.06,1.07,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.78,0.88,1.05,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.53,0.78,0.86,1.01,1.08,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.78,0.83,0.96,1.03,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.78,0.83,0.92,0.99,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.78,0.82,0.9,0.96,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.78,0.82,0.89,0.92,PILL
0.22,0.54,0.49,0.63,0.34,0.51,0.78,0.83,0.9,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.54,0.78,0.86,0.95,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.02,0.97,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.05,1.02,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.06,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.06,1.07,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.79,0.87,1.05,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.52,0.79,0.85,1.01,1.08,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.79,0.83,0.95,1.03,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.79,0.82,0.92,0.99,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.79,0.82,0.9,0.95,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.79,0.82,0.89,0.91,PILL
0.22,0.54,0.49,0.63,0.34,0.52,0.78,0.84,0.91,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.54,0.79,0.87,0.96,0.91,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.02,0.98,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.05,1.02,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.06,1.05,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.06,1.07,PILL
0.22,0.54,0.49,0.64,0.34,0.54,0.79,0.87,1.05,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.52,0.79,0.85,1,1.07,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.79,0.83,0.95,1.02,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.79,0.82,0.92,0.99,PILL
0.22,0.54,0.49,0.6,0.34,0.49,0.79,0.82,0.9,0.95,PILL
0.22,0.54,0.49,0.62,0.34,0.5,0.79,0.82,0.89,0.91,PILL
0.22,0.54,0.49,0.64,0.34,0.52,0.79,0.84,0.91,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.79,0.87,0.97,0.92,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.03,0.99,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.05,1.03,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.06,1.05,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.06,1.08,PILL
0.22,0.54,0.49,0.63,0.34,0.54,0.79,0.87,1.04,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.52,0.79,0.85,0.99,1.07,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.79,0.83,0.94,1.02,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.79,0.83,0.92,0.98,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.79,0.82,0.9,0.95,PILL
0.22,0.54,0.49,0.62,0.34,0.5,0.79,0.82,0.89,0.9,PILL
0.22,0.54,0.49,0.64,0.34,0.52,0.79,0.85,0.92,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.79,0.87,0.98,0.93,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.04,0.99,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.06,1.03,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.06,1.05,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.06,1.08,PILL
0.22,0.54,0.49,0.63,0.34,0.54,0.79,0.87,1.04,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.52,0.79,0.85,0.99,1.06,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.79,0.83,0.94,1.02,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.79,0.83,0.91,0.98,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.79,0.82,0.9,0.94,PILL
0.22,0.54,0.49,0.62,0.34,0.5,0.79,0.83,0.89,0.9,PILL
0.22,0.54,0.49,0.64,0.34,0.53,0.79,0.85,0.92,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.79,0.88,0.99,0.93,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.04,1,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.06,1.03,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.06,1.06,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.06,1.09,PILL
0.22,0.54,0.49,0.63,0.34,0.54,0.79,0.87,1.04,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.52,0.79,0.85,0.98,1.06,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.79,0.83,0.94,1.01,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.79,0.83,0.91,0.98,PILL
0.22,0.54,0.49,0.6,0.34,0.49,0.79,0.82,0.9,0.94,PILL
0.22,0.54,0.49,0.62,0.34,0.51,0.79,0.83,0.89,0.9,PILL
0.22,0.54,0.49,0.64,0.34,0.53,0.79,0.85,0.93,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.79,0.88,0.99,0.94,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.04,1,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.06,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.06,1.06,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.79,0.89,1.06,1.09,PILL
0.22,0.54,0.49,0.63,0.34,0.53,0.79,0.87,1.03,1.09,PILL
0.22,0.54,0.49,0.61,0.34,0.52,0.79,0.85,0.98,1.05,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.79,0.83,0.94,1.01,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.79,0.83,0.91,0.97,PILL
0.22,0.54,0.49,0.61,0.34,0.49,0.79,0.82,0.9,0.94,PILL
0.22,0.54,0.49,0.62,0.34,0.51,0.79,0.83,0.89,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.53,0.79,0.86,0.93,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.79,0.88,1,0.95,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.9,1.05,1.01,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.06,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.06,1.06,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.79,0.88,1.06,1.09,PILL
0.22,0.54,0.49,0.63,0.34,0.53,0.79,0.87,1.03,1.09,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.79,0.84,0.97,1.05,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.79,0.83,0.94,1.01,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.79,0.83,0.91,0.97,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.79,0.83,0.89,0.93,PILL
0.22,0.54,0.49,0.63,0.34,0.51,0.79,0.84,0.9,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.54,0.79,0.86,0.94,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.01,0.96,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.9,1.05,1.01,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.06,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.06,1.07,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.79,0.88,1.06,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.53,0.79,0.87,1.02,1.09,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.79,0.84,0.97,1.04,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.79,0.83,0.93,1,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.79,0.83,0.91,0.97,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.79,0.83,0.89,0.93,PILL
0.22,0.54,0.49,0.63,0.34,0.51,0.79,0.84,0.9,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.54,0.79,0.87,0.95,0.91,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.02,0.96,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.9,1.05,1.02,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.79,0.89,1.06,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.07,1.07,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.79,0.88,1.06,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.53,0.79,0.87,1.02,1.08,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.79,0.84,0.96,1.04,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.79,0.83,0.93,1,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.79,0.83,0.91,0.96,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.8,0.83,0.89,0.92,PILL
0.22,0.54,0.49,0.63,0.34,0.52,0.79,0.84,0.9,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.54,0.8,0.87,0.96,0.91,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.79,0.89,1.02,0.97,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.9,1.06,1.02,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.9,1.06,1.05,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.89,1.07,1.07,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.8,0.88,1.06,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.53,0.8,0.86,1.01,1.08,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.8,0.84,0.96,1.04,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.8,0.83,0.93,1,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.8,0.83,0.91,0.96,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.8,0.83,0.89,0.92,PILL
0.22,0.54,0.49,0.63,0.34,0.52,0.8,0.85,0.91,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.54,0.8,0.87,0.96,0.91,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.03,0.98,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.9,1.06,1.03,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.9,1.06,1.05,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.07,1.08,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.8,0.88,1.05,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.52,0.8,0.86,1.01,1.08,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.8,0.84,0.96,1.03,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.8,0.83,0.93,0.99,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.8,0.83,0.91,0.96,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.8,0.83,0.89,0.91,PILL
0.22,0.54,0.49,0.64,0.34,0.52,0.8,0.85,0.92,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.8,0.88,0.97,0.92,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.04,0.99,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.06,1.03,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.07,1.05,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.89,1.07,1.08,PILL
0.22,0.54,0.49,0.63,0.34,0.54,0.8,0.88,1.05,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.52,0.8,0.86,1,1.07,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.8,0.84,0.95,1.03,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.8,0.83,0.92,0.99,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.8,0.83,0.9,0.95,PILL
0.22,0.54,0.49,0.62,0.34,0.5,0.8,0.83,0.89,0.91,PILL
0.22,0.54,0.49,0.64,0.34,0.52,0.8,0.86,0.92,0.89,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.8,0.88,0.98,0.93,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.04,1,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.9,1.06,1.03,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.9,1.07,1.06,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.89,1.07,1.09,PILL
0.22,0.54,0.49,0.63,0.34,0.54,0.8,0.88,1.05,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.52,0.8,0.86,1,1.07,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.8,0.84,0.95,1.02,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.8,0.83,0.92,0.99,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.8,0.83,0.9,0.95,PILL
0.22,0.54,0.49,0.62,0.34,0.5,0.8,0.83,0.9,0.91,PILL
0.22,0.54,0.49,0.64,0.34,0.53,0.8,0.86,0.93,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.8,0.88,0.99,0.94,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.05,1,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.9,1.06,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.07,1.06,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.89,1.07,1.09,PILL
0.22,0.54,0.49,0.63,0.34,0.54,0.8,0.88,1.04,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.52,0.8,0.86,0.99,1.06,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.8,0.84,0.95,1.02,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.8,0.83,0.92,0.98,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.8,0.83,0.9,0.95,PILL
0.22,0.54,0.49,0.62,0.34,0.51,0.8,0.84,0.9,0.91,PILL
0.22,0.54,0.49,0.64,0.34,0.53,0.8,0.86,0.93,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.8,0.89,1,0.94,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.05,1.01,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.06,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.07,1.06,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.07,1.09,PILL
0.22,0.54,0.49,0.63,0.34,0.54,0.8,0.88,1.04,1.09,PILL
0.22,0.54,0.49,0.61,0.34,0.52,0.8,0.86,0.99,1.06,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.8,0.84,0.95,1.02,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.8,0.84,0.92,0.98,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.8,0.83,0.9,0.94,PILL
0.22,0.54,0.49,0.62,0.34,0.51,0.8,0.84,0.9,0.9,PILL
0.22,0.54,0.49,0.64,0.34,0.53,0.8,0.86,0.94,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.8,0.89,1,0.95,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.9,1.05,1.01,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.06,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.07,1.07,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.07,1.09,PILL
0.22,0.54,0.49,0.63,0.34,0.54,0.8,0.88,1.04,1.09,PILL
0.22,0.54,0.49,0.61,0.34,0.52,0.8,0.85,0.98,1.06,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.8,0.84,0.94,1.02,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.8,0.84,0.92,0.98,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.8,0.83,0.9,0.94,PILL
0.22,0.54,0.49,0.62,0.34,0.51,0.8,0.84,0.9,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.54,0.8,0.87,0.94,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.89,1.01,0.95,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.9,1.05,1.02,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.9,1.06,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.07,1.07,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.8,0.89,1.07,1.09,PILL
0.22,0.54,0.49,0.63,0.34,0.53,0.8,0.87,1.03,1.09,PILL
0.22,0.54,0.49,0.61,0.34,0.52,0.8,0.85,0.98,1.05,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.8,0.84,0.94,1.01,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.8,0.84,0.92,0.98,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.8,0.83,0.9,0.94,PILL
0.22,0.54,0.49,0.63,0.34,0.51,0.8,0.84,0.9,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.54,0.8,0.87,0.95,0.91,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.02,0.96,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.91,1.06,1.02,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.8,0.9,1.07,1.05,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.8,0.9,1.07,1.07,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.8,0.89,1.07,1.09,PILL
0.22,0.54,0.49,0.62,0.34,0.53,0.8,0.87,1.03,1.09,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.8,0.85,0.97,1.05,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.8,0.84,0.94,1.01,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.8,0.84,0.91,0.97,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.8,0.84,0.9,0.93,PILL
0.22,0.54,0.49,0.63,0.34,0.51,0.81,0.85,0.91,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.54,0.81,0.87,0.96,0.91,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.9,1.02,0.97,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.91,1.06,1.03,PILL
0.22,0.54,0.49,0.66,0.34,0.56,0.81,0.9,1.07,1.05,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.9,1.07,1.08,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.81,0.89,1.06,1.1,PILL
0.22,0.54,0.49,0.62,0.34,0.53,0.81,0.87,1.02,1.09,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.81,0.85,0.97,1.05,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.81,0.84,0.94,1.01,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.81,0.84,0.91,0.97,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.81,0.84,0.9,0.93,PILL
0.22,0.54,0.49,0.63,0.34,0.52,0.81,0.85,0.91,0.9,PILL
0.22,0.55,0.49,0.65,0.34,0.54,0.81,0.88,0.96,0.91,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.9,1.03,0.98,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.91,1.06,1.03,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.9,1.07,1.05,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.9,1.07,1.08,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.81,0.89,1.06,1.1,PILL
0.22,0.54,0.49,0.62,0.34,0.53,0.81,0.87,1.02,1.09,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.81,0.85,0.97,1.04,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.81,0.84,0.93,1,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.81,0.84,0.91,0.97,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.81,0.84,0.9,0.93,PILL
0.22,0.55,0.49,0.63,0.34,0.52,0.81,0.85,0.91,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.54,0.81,0.88,0.97,0.92,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.9,1.03,0.98,PILL
